No,Link,Keywords
697,http://www.theelfandtoadstool.ca/,"adidas online Canada Shop, adidas nmd, adidas originals, adidas superstar. "
698,http://rachel5nj.tripod.com/,No keyword given
699,http://www.pointlessart.com/education/loyalist/typeTalk/garamond/history.html,No keyword given
700,http://www.nature.ca/notebooks/english/archaeo.htm,"bird-dino link, Archaeopteryx lithographica, Dinosaurs, animal, guide, zoology, Natural History Notebooks, Canadian Museum of Nature"
701,http://www.advocatesforyouth.org/storage/advfy/documents/transgender.pdf,No keyword given
702,http://dotcomcf.org/,No keyword given
703,http://www.violafair.com/ex/edu/rn1.htm,No keyword given
704,http://www.lifeatthepond.com/,No keyword given
705,http://www.widjiitiwin.ca/,"summer camp muskoka, summer camp, muskoka bible camp, camp widjiitiwin, my camp, summer camp fun, summer fun, camp for kids, summer camp for kids, summer camp for children, camp for children, childrens camp, summer camp ontario, ontario summer camp, summer camp and conference centre, kids summer camp, camp my kids will love, muskoka overnight camp, muskoka traditional camp, skills and leadership training, teen summer camp, teen camp, summer camping, child-care, daycamp muskoka, day camp muskoka, day camp huntsville, affordable summer camp, inexpensive camp, cheap summer camp, summer kids activities, widjitiwin"
706,http://www.godlygirlsforgod.com/,"devotionals, teens, christian, girls, bible study, testimony"
707,http://www.internetschoolhouse.com/,No keyword given
708,http://nickelodeongames.blogspot.com/,"nickelodeon games, nick jr games, Spongebob Squarepants games, nicktoons games, dora the explorer games, icarly games, arcade games, puzzle games, funny games, sports games, action games, racing games, girls games"
709,http://www.girlsgogames.com/,"online girls games, free girls games, free online girls games, dress up games, make up games, simulation games, cartoon games, music games, make over games"
710,http://www.ncsu.edu/midlink/fall00/fall00.hh.menu.htm,No keyword given
711,http://www.edbydesign.com/art/boggler.html,No keyword given
712,http://www.merry-christmas.com/kids-zone,"Christmas quiz, crafts for kids, crafts kids, kids crafts, craft ideas, recipes for kids, crafts for children, games for toddlers, kids christmas songs, kids games christmas, kids gifts for christmas"
713,http://faculty.washington.edu/chudler/experi.html,"neuroscience,brain,nervous system,spinal_cord,k-12,school,drugs,LSD,alcohol,medicine,life science,glia,sleep,pain,children,development,neurology,kids,worksheets,language,laughter,music,neurobiology,cognition,perception,sensation,hands-on,activities,experiments,biology,elementary,creative_writing,projects,demonstrations,nerve,cocaine,awareness_week,science_fair,nicotine,learning,memory, education,student,secondary"
714,http://www.stickgames.org/,No keyword given
715,http://planetcybertron.com/,No keyword given
716,http://cybersleuth-kids.com/,No keyword given
717,http://thedaviscenter.net/,No keyword given
718,http://www.tshcamp.com/,No keyword given
719,http://www.angelfire.com/stars3/beautybeast/,No keyword given
720,http://home.hiwaay.net/~lkseitz/math/roman/numerals.shtml,No keyword given
721,http://www.actden.com/skills2k/,"tutorials, online training, online learning, online technical training, Microsoft technical training, Microsoft technical certification, technical computer training, computer technical training, Microsoft training,  Microsoft certification, computer training, computer certification, technical training, technical certification, training, computers, technical, careers, jobs,  certification, loans, internships, education, assessment, financial assistance,  teachers, technology, technical careers, technical jobs, Microsoft, Microsoft skills 2000, skills2000, skills 2000, information technology, aptitude assessment, it loans, information technology loans, education loans, training loans, information technology careers, professional careers, professional, information technology industry, computer jobs, computer careers, high-tech, hi-tech, computer science, information systems, pc, personal computer, workforce shortage, salary surveys, job search, technology news"
722,http://www.bookadventure.com/,No keyword given
723,http://www.writebuzz.com/channels/kids.asp,No keyword given
724,http://www.funbrain.com/periodic/,"periodic table game, learn periodic table, chemistry, science, periodic table"
725,http://www.coloringpagefans.com/,No keyword given
726,http://www.factmonster.com/ipka/A0774696.html,No keyword given
727,http://www.rootsweb.ancestry.com/~usgwkidz/,No keyword given
728,http://www.someschoolgames.com/,"educational, kids, school, children, learning, fun, reading, spelling, school games, not blocked at school,"
729,http://earthlife.net/insects/,No keyword given
730,http://familycrafts.about.com/,No keyword given
731,http://www.juliantrubin.com/fairprojects.html,"science fair project, experiment, sample projects, ideas, topics, grade level, resources, teachers, students, parents"
732,http://members.tripod.com/lou_rich/,"kids,bullies,bullying,school,children"
733,http://amazing-space.stsci.edu/tonights_sky/,No keyword given
734,http://www.hobbyscience.com/,No keyword given
735,http://spaceplace.nasa.gov/black-hole-boardgame/,No keyword given
736,http://www.animationsource.org/balto/en/,No keyword given
737,http://www.infoplease.com/spot/dinopage1.html,No keyword given
738,http://www.campnbb.com/,No keyword given
739,http://www.hollowscamp.com/,No keyword given
740,http://www.zip4tweens.com/,"Girl, cool girls, real girls, Teen girls, girl chats, kids and teens, play games, kids chat, chat, teen chat, chat rooms, teen girl magazines, teen magazines, zines, advice, teen advice, teen problems, teen issues, body image, teen emotions, self-esteem, popularity, dating, teen fashion, polls, teen polls, teen opinions, girls' opinions, teenagers issues, contests, posting boards, teen posting boards, messages, message groups, healthy eating, nutrition, recipes, good food, e-cards, electronic postcards, online postcards, postcards"
741,http://faculty.washington.edu/chudler/fair.html,"neuroscience,brain,nervous system,spinal_cord,k-12,school,drugs,LSD,alcohol,medicine,life science,glia,sleep,pain,children,development,neurology,kids,worksheets,language,laughter,music,neurobiology,cognition,perception,sensation,hands-on,activities,experiments,biology,elementary,creative_writing,projects,demonstrations,nerve,cocaine,awareness_week,science_fair,nicotine,learning,memory, education,student,secondary"
742,http://www.angelfire.com/al3/native/page/kitty_1.htm,No keyword given
743,http://www.dailygrammar.com/,"grammar,grammer,writing,english,grammar lessons,esl"
744,http://www.exploratorium.edu/snacks/iconmagnetism.html,No keyword given
745,http://www.hoboes.com/FireBlade/Fiction/Carroll/Alice/Under/,"Adventures under Ground, Lewis Carroll, nonsense"
746,http://www.angelfire.com/ok2/ordinal/,No keyword given
747,http://soliaonline.com/,No keyword given
748,http://f_fly.tripod.com/valley.html,No keyword given
749,http://www.storybookonline.net/,No keyword given
750,http://www.campcrescendo.com/,camp crescendo childrens summer music camps kids idaho oregon creshendo
751,http://www.brownielocks.com/thanksgiving.html,"Thanksgiving, November, turkey day, 
Macy's, parade, pilgrims, mayflower, cartoons, Squanto, Indians, history,
Bradford, Wampanoags, Massachusetts, Plymouth,"
752,http://www.nature.ca/notebooks/english/mammpg.htm,"mammal, zoology, Natural History Notebooks, Canadian Museum of Nature"
754,http://www.elvenkids.com/,No keyword given
755,http://www.sbgmusic.com/html/teacher/reference.html,No keyword given
756,http://splash.abc.net.au/home,"Education, Educational games, Teaching resources, Schools, Mathematics, History, Science, English, Primary resources, Maths games, Education, Free, Videos"
757,http://www.counton.org/,"maths, count on, games, activities, schools, school, mathematics, math"
758,http://www.syvum.com/,"education, learning, teaching, kids, children, quiz, quizzes, free online quiz contest, word games, fun games, educational software, GRE, GRE Test Preparation, GMAT, GMAT Test Preparation, SAT, SAT Test Preparation, sports, football, icc cricket world cup 2007 quiz games, US quiz, engineering, transport phenomena, fluid mechanics, heat transfer, mass transfer, learn spanish translation, learn french translation, learn german translation, learn italian translation, learn portuguese translation, learn english, reading, grammar, vocabulary, proverbs, comprehension, math, mathematics, algebra, geometry, trigonometry, C++ programming, Java programming, arithmetic, brain teasers, puzzles, science, physics, chemistry, world geography, tutorials, homework help, home schooling, teaching resources, kids software, educational games, hangman games, school help, book, books, stories, family, online learning, online education, ESL, EFL, Adult Education, interactive, dynamic, recipes, cusine, cookery, yoga postures, yogic poses, teens, parents, general knowledge, syvum, syvumbooks, shareware, freeware, free, download"
759,http://spaceplace.nasa.gov/menu/solar-system/,No keyword given
760,http://www.multiplication.com/,No keyword given
761,http://www.holidays.net/ramadan/story.htm,No keyword given
762,http://www.showdogsupersite.com/actualshow/index.html,No keyword given
763,http://fun.familyeducation.com/thanksgiving/activities/33069.html,No keyword given
764,http://www.amnh.org/explore/ology,No keyword given
765,http://extension.illinois.edu/corn/,No keyword given
766,http://www.amathsdictionaryforkids.com/,"math glossary, math dictionary, math charts, math posters, math words, word, words, term, terms, math, math terms, maths, kids, students, dictionary, K to 6, K-6, thesaurus, meanings, animated, interactive, mathematics, maths dictionary, maths glossary, maths words, maths terms, measurement, geometry, practice, tables practice, cool, definition, definitions, teachers, activities, numbers, digits, counting, homework, help, meaning, mean, measuring, abacus, Chinese abacus, absolute value, abundant number, acre, acute angle, acute triangle, addend, add, addition, additive identity, adjacent, algorithm, align, altitude, altitude of a triangle, algebra, a.m., amount, analogue clock, analog clock, angle, angle of rotation, annual, annually, annulus, anti-clockwise, apex, approximate, arc, area, arithmetic, arms of an angle, array, ascending order, associative law, asymmetry, attribute, average, axis, balance, balance scales, bar graph, bar chart, bar notation, base, base numbers, Base 10 Blocks, base ten system, basic facts, bi-, benchmark, billion, binary system, binary numbers, binomial, bisect, bisector, boundary, box-and-whisker plot, box plot, brackets, breadth, calculator, calendar, capacity, cardinal number, Carroll diagram, Cartesian plane, categorical data, Celsius, centigrade, census, cent, centimetre, centimeter, centre of rotation, century, certain, chance, chord, circle, circumference, class interval, clockwise, closed curve, cluster, coefficient, column graph, collinear points, compass, common factor, common denominator, common multiple, commutative law, commutative property, complementary, composite, concave, concentric, concurrent lines, cone, congruent, consecutive, constant, continuous data, converging lines, conversion graph, coordinate plane, coordinates, coplanar, corner, corresponding, cos, counterclockwise, counting number, counting principle, cross-section, cube, cubed number, cubed root, cubic centimetre, cubic metre, cuboid, cumulative frequency, curve, cylinder, day, data, date, deca- deka-, decade, decagon, decahedron, decimal, decimal fraction, decimal system, decrease, decomposition, deduct, deficient number, definitions, degree, denominator, descending, diagonal, diameter, diamond, dice, die, difference, digit, digital clock, dimension, direction, discrete data, discount, displacement, distance, distributive law, divided bar graph, division, divide, divisor, divisible, divisibility, dividend, dodecagon, dodecahedron, dollar, dot plot, double, dozen, e, E, edge, eight, eighteen, eighty, element, eleven, ellipse, endpoint, equal, equals, equality, equate, equation, equiangular, equilateral triangle, equivalent fractions, estimate, evaluate, even, expanded notation, exponent, expression, exterior angle, face, factor, factorise, factorize, factor tree, factorial, Fahrenheit, feet, foot, few, Fibonacci numbers, figurate numbers, finite, first, five, fifteen, fifty, flashcards, flat, flip, FOIL, F.O.I.L., formula, fortnight, four, fourteen, forty, fraction, fraction notation, frequency, frequency distribution table, frequency histogram, frequency polygon, frustum, frustrum, function, fundamental theorem of arithmetic, g, gallon, geo board, geometry, geo strips, gigalitre, GL, GMT, Greenwich Mean Time, golden mean, golden number, golden ratio, golden rectangle, golden section, googol, gram, graph, greater than, greatest common factor or divisor, GCF, grid paper, gross, grouping, ha, half, halves, handspan, hectare, hectometer, heft, hefting, height, hemisphere, hepta-, heptagon, hexa-, hexadecimal, hexagon, hexahedron, highest common factor or divisor, HCF, Hindu-Arabic, histogram, horizontal, hour, hundred, hundredth, hypotenuse, icosahedron, identity property, impossible, improper fraction, inch, increase, index, inequality, infinite, infinity, integer, interior angle, intersect, interval, inverse operations, irrational number, irregular, isosceles triangle, isometric, jump strategy, kilogram, kilo, kg, kilolitre, kiloliter, kL, kilometre, kilometer, km, kite, kmh, lateral surface area, likely, likelihood, litre, liter, l, L, leap year, least, least common denominator, least common multiple, length, less, less than, linear, linear scale, line of reflection, line graph, line plot, line segment, line symmetry, types of lines, line, lines, long, lowest common denominator, LCD, m, MAB blocks, magic square, major arc, mass, mathematics, maximum, mean, measure, median, megalitre, member, metre, meter, metric system, midpoint, mile, millennium, millilitre, milliliter, mL, millimetre, millimeter, mm, million, minimum, minor arc, minus, minute, mixed number, Moebius strip, mode, monomial, month, most, more, mpg, mph, multiplication, multiple, multiplicand, multiplier, multiply, tables practice, multiplication principle, multiplicative identity, natural number, negative exponent, negative integer, negative number, net, nine, nineteen, ninety, nonagon, numbers, number line, number sense, number sentence, numeral, numerator, oblique, oblique prism, oblong, obtuse angle, obtuse triangle, octagon, octahedron, odd number, ogive, one, operations, opposite angles, opposite numbers, order, ordered pair, order of operations, order of rotational symmetry, ordinal, origin, ounce, outcome, outlier, oval, pair, palindromic, parabola, parallel, parallelogram, parentheses, Pascal's triangle, pattern, pentagon, pentagonal numbers, percent, percentage, perfect number, perimeter, perpendicular, perspective, Phi, pi, picture graph, pie graph or chart, pint, place value, plan, plane, plane shapes, Platonic solids, plus, p.m., point, point symmetry, polygon, polyhedron, polynomial, population, position, positive number, positive integer, pound, power of, prime, prime factor, prime factorisation, factorization, prism, probability, problem, problem solving, product, pronumeral, proper factor, proper fraction, property, proportion, protractor, pyramid, Pythagoras, quadrangle, quadrant, quadratic equation, quadrilateral, quadrillion, qualitative data, quantity, quantitative, quantitative data, quart, quarter, quarterly, quotient, radius, raise, random, range, rate, ratio, rational, ray, real numbers, reciprocal, rectangle, rectangular numbers, rectangular prism, recurring decimal, reduce, reflection, reflex angle, regroup, regular, relatively prime numbers, remainder, repeating decimal, revolution, rhombus, rhythmic counting, right angle, right-angled triangle, right prism, Roman numerals, rotation, rotational symmetry, round, row, sample, sample space, scale, scales, scale factor, scalene, scatter diagram, scatter plot, scientific notation, score, section, second, sector, sector graph, segment, semicircle, septagon, sequence, set, seven, seventeen, shape, shapes, sharing, S.I., side, sieve of Eratosthenes, signs, symbols, similar, simplify, sin, sine, six, sixteen, sixty, size, skip counting, skew lines, slide, smaller, solids, 3D shapes, solution, solve, space, speed, sphere, spiral, spreadsheet, square, square measures, square number, square root, statistics, stem-and-leaf plot, step graph, straight angle, straight line, strategy, subitising, subitizing, subtraction, subtract, minuend, subtrahend, sum, summary statistics, supplementary, surd, surface, surface area, survey, symbols and signs, symmetry, table, tables, take away, tally, tally table, tan, tangent, tangram, temperature, ten, tenth, term, terminating decimal, tessellation, tetrahedron, thermometer, third, thousand, thousandth, three, thirteen, thirty, three-dimensional, time, time around the world, times tables, ton, tonne, total, transformation, translation, transversal, trapezium, trapezoid, travel graph, tree diagram, triangle, triangular number, triangular prism, trillion, trinomial, triple, treble, turn, turning symmetry, twice, two, twelve, twenty, two-dimensional, 2D shapes, twelve-hour time, twenty-four hour time, unequal, uniform cross-section, unit, unit fraction, unit of measurement, unit rate, Universal Time, unlikely, value, variable, Venn diagram, vertex, vertices, vertical, vertical angles, vertically opposite angles, view, vinculum, visualise, visualize, volume, week, weight, whole, whole number, width, world time zones, x-axis, x-coordinate, yard, y-axis, y-coordinate, year, yield, zero"
